Log Name,File Name,solfndby,Nodes,Active,LPit/n,IntInf,BestBound,BestSolution,Gap,Time
test13183991.run600.npmv07.log,npmv07,,34,0,21.5,0,1.048098e+11,1.048098e+11,0.00%,15.90
test13183991.run601.ns1111636.log,ns1111636,,7101,2403,3202,69,1.564543e+02,1.700000e+02,7.97%,7200
test13183991.run602.ns1116954.log,ns1116954,,1,1,26163,707,0.000000e+00,0.000000e+00,0.00%,49.21
test13183991.run603.ns1208400.log,ns1208400,,415,400,156.0,269,2.000000e+00,2.000000e+00,0.00%,4.79
test13183991.run604.ns1430538.log,ns1430538,,11227,1967,4663,95,7.793835e+01,9.000000e+01,13.4%,7200
test13183991.run605.ns1644855.log,ns1644855,,786,0,5042,885,-1.524333e+03,-1.524333e+03,0.00%,1908
test13183991.run606.ns1760995.log,ns1760995,,532,0,2134,0,-5.492144e+02,-5.492144e+02,0.00%,525
test13183991.run607.ns1830653.log,ns1830653,,1932,0,254.0,153,2.062200e+04,2.062200e+04,0.00%,11.23
test13183991.run608.ns1952667.log,ns1952667,,3582,0,5.0,33,0.000000e+00,0.000000e+00,0.00%,26.81
test13183991.run609.ns2034125.log,ns2034125,,2,1,3034,28,1.899210e+05,1.900210e+05,0.05%,7200
test13183991.run610.ns2071214.log,ns2071214,,2093071,0,14.0,10,5.070000e+02,5.070000e+02,0.00%,1201
test13183991.run611.ns4-pr6.log,ns4-pr6,,1,0,378.0,2,2.931400e+04,2.931400e+04,0.00%,0.22
test13183991.run612.nsa.log,nsa,,451,0,21.4,1,1.200000e+02,1.200000e+02,0.00%,0.31
test13183991.run613.nsrand-ipx.log,nsrand-ipx,,13651,0,86.7,69,5.120000e+04,5.120000e+04,0.00%,45.37
test13183991.run614.nu120-pr12.log,nu120-pr12,,424,0,50.3,50,4.221500e+04,4.221500e+04,0.00%,2.90
test13183991.run615.nu120-pr9.log,nu120-pr9,,126033,0,393.1,459,2.494500e+04,2.494500e+04,0.00%,1735
test13183991.run616.nu25-pr12.log,nu25-pr12,,850,0,17.1,38,5.390500e+04,5.390500e+04,0.00%,1.81
test13183991.run617.nu4-pr9.log,nu4-pr9,,6079,0,85.0,161,3.552000e+04,3.552000e+04,0.00%,23.85
test13183991.run618.nursesched-medium04.log,nursesched-medium04,,476,0,377.6,256,2.370000e+02,2.370000e+02,0.00%,62.36
test13183991.run619.nursesched-medium-hint03.log,nursesched-medium-hint03,,25721,10183,1451,1587,9.343642e+01,3.290000e+02,71.6%,7200
test13183991.run620.nursesched-sprint02.log,nursesched-sprint02,,31,0,675.0,0,5.800000e+01,5.800000e+01,0.00%,9.47
test13183991.run621.nursesched-sprint-hidden09.log,nursesched-sprint-hidden09,,419,0,413.1,14,3.380000e+02,3.380000e+02,0.00%,32.52
test13183991.run622.nursesched-sprint-late03.log,nursesched-sprint-late03,,63,0,919.2,32,4.800000e+01,4.800000e+01,0.00%,22.44
test13183991.run623.nw04.log,nw04,,14,0,79.1,7,1.686200e+04,1.686200e+04,0.00%,3.22
test13183991.run624.ofi2.log,ofi2,,89531,40936,118.0,859,6.131032e+09,3.330819e+10,81.6%,7200
test13183991.run625.ofi.log,ofi,,87838,23835,25.2,83,6.148148e+09,6.155699e+09,0.12%,7200
test13183991.run626.oocsp-racks030e6cci.log,oocsp-racks030e6cci,,1,0,0.0,0,0.000000e+00,0.000000e+00,0.00%,3.56
test13183991.run628.opm2-z10-s4.log,opm2-z10-s4,,20931,0,341.9,4136,-3.326900e+04,-3.326900e+04,0.00%,5846
test13183991.run629.opm2-z12-s8.log,opm2-z12-s8,,1900,331,1922,5545,-6.771590e+04,-5.669900e+04,16.3%,7200
test13183991.run630.opm2-z6-s1.log,opm2-z6-s1,,714,0,83.9,2,-6.202000e+03,-6.202000e+03,0.00%,15.42
test13183991.run631.opm2-z7-s8.log,opm2-z7-s8,,851,0,81.8,4,-1.124200e+04,-1.124200e+04,0.00%,26.05
test13183991.run632.opm2-z8-s0.log,opm2-z8-s0,,2515,0,144.3,11,-1.577500e+04,-1.577500e+04,0.00%,185
test13183991.run633.opt1217.log,opt1217,,1,0,577.0,16,-1.600000e+01,-1.600000e+01,0.00%,0.16
test13183991.run634.osorio-cta.log,osorio-cta,,15,0,35.3,3,2.893920e-02,2.893920e-02,0.00%,0.59
test13183991.run635.p0201.log,p0201,,43,0,15.1,33,7.615000e+03,7.615000e+03,0.00%,0.16
test13183991.run636.p200x1188c.log,p200x1188c,,1,0,897.0,0,1.507800e+04,1.507800e+04,0.00%,0.60
test13183991.run638.p500x2988c.log,p500x2988c,,1,0,255.0,0,1.521500e+04,1.521500e+04,0.00%,0.46
test13183991.run639.p500x2988d.log,p500x2988d,,1,0,554.0,16,6.000000e+00,6.000000e+00,0.00%,0.55
test13183991.run640.p500x2988.log,p500x2988,,9027,0,14.6,15,7.183600e+04,7.183600e+04,0.00%,22.85
test13183991.run641.pb-fit2d.log,pb-fit2d,,41479,0,21.1,46,-2.042500e+04,-2.042500e+04,0.00%,347
test13183991.run642.peg-solitaire-a3.log,peg-solitaire-a3,,38236,0,369.4,22,1.000000e+00,1.000000e+00,0.00%,497
test13183991.run643.pg5_34.log,pg5_34,,91104,0,43.7,4,-1.433935e+04,-1.433935e+04,0.00%,142
test13183991.run644.pg.log,pg,,1439,0,91.5,2,-8.674343e+03,-8.674343e+03,0.00%,3.97
test13183991.run645.physiciansched3-3.log,physiciansched3-3,,24442,0,1981,1011,2.623271e+06,2.623271e+06,0.00%,3249
test13183991.run646.physiciansched3-4.log,physiciansched3-4,,40970,3388,4331,871,1.470740e+06,1.488790e+06,1.21%,7200
test13183991.run647.physiciansched5-3.log,physiciansched5-3,,413976,0,456.3,147,2.110000e+04,2.110000e+04,0.00%,3282
test13183991.run648.physiciansched6-1.log,physiciansched6-1,,296,0,1602,59,2.850100e+04,2.850100e+04,0.00%,48.45
test13183991.run649.physiciansched6-2.log,physiciansched6-2,,1,0,0.0,77,4.932400e+04,4.932400e+04,0.00%,1.08
test13183991.run650.pigeon-08.log,pigeon-08,,449,0,4.6,2,-7.000000e+03,-7.000000e+03,0.00%,0.07
test13183991.run651.pigeon-10.log,pigeon-10,,359,0,5.7,2,-9.000000e+03,-9.000000e+03,0.00%,0.10
test13183991.run652.pigeon-13.log,pigeon-13,,451,0,5.0,2,-1.200000e+04,-1.200000e+04,0.00%,0.15
test13183991.run653.pigeon-16.log,pigeon-16,,611,0,8.5,2,-1.500000e+04,-1.500000e+04,0.00%,0.26
test13183991.run654.pigeon-20.log,pigeon-20,,1163,0,10.8,2,-1.900000e+04,-1.900000e+04,0.00%,0.37
test13183991.run655.piperout-03.log,piperout-03,,1,0,216.0,1,7.498200e+04,7.498200e+04,0.00%,1.90
test13183991.run656.piperout-08.log,piperout-08,,1,0,3041,134,1.250550e+05,1.250550e+05,0.00%,2.59
test13183991.run657.piperout-27.log,piperout-27,,1,0,288.0,24,8.124000e+03,8.124000e+03,0.00%,2.74
test13183991.run658.piperout-d20.log,piperout-d20,,1,0,0.0,199,2.994800e+04,2.994800e+04,0.00%,2.23
test13183991.run659.piperout-d27.log,piperout-d27,,1,0,8968,173,8.124000e+03,8.124000e+03,0.00%,11.67
test13183991.run660.pk1.log,pk1,,199966,0,9.0,11,1.100000e+01,1.100000e+01,0.00%,25.90
test13183991.run661.ponderthis0517-inf.log,ponderthis0517-inf,,2302,178,8.6,31,1.000000e+30,--,0.00%,0.79
test13183991.run662.probportfolio.log,probportfolio,,42509529,5216096,19.3,26,1.360188e+01,1.687626e+01,19.4%,7200
test13183991.run663.prod1.log,prod1,,39238,0,6.7,18,-5.600000e+01,-5.600000e+01,0.00%,5.26
test13183991.run664.prod2.log,prod2,,151731,0,10.5,18,-6.200000e+01,-6.200000e+01,0.00%,26.90
test13183991.run665.proteindesign121hz512p9.log,proteindesign121hz512p9,,141611,0,131.9,472,1.473000e+03,1.473000e+03,0.00%,3947
test13183991.run666.proteindesign121pgb11p9.log,proteindesign121pgb11p9,,39736,0,179.7,281,1.209000e+03,1.209000e+03,0.00%,1358
test13183991.run667.proteindesign122trx11p8.log,proteindesign122trx11p8,,34076,0,207.0,310,1.747000e+03,1.747000e+03,0.00%,1175
test13183991.run668.pw-myciel4.log,pw-myciel4,,17667,0,76.9,89,1.000000e+01,1.000000e+01,0.00%,11.72
test13183991.run669.pythago7824.log,pythago7824,,208252,21946,891.5,949,0.000000e+00,--,Inf,7200
test13183991.run670.qap10.log,qap10,,5,0,2727,1196,3.400000e+02,3.400000e+02,0.00%,4.74
test13183991.run671.qiu.log,qiu,,2713,0,58.8,31,-1.328731e+02,-1.328731e+02,0.00%,3.21
test13183991.run672.qnet1.log,qnet1,,2,0,696.0,38,1.602969e+04,1.602969e+04,0.00%,0.38
test13183991.run673.qnet1_o.log,qnet1_o,,3,0,878.7,29,1.602969e+04,1.602969e+04,0.00%,0.72
test13183991.run674.queens-30.log,queens-30,,280924,243456,58.1,534,-6.795044e+01,-3.900000e+01,42.6%,7200
test13183991.run675.r50x360.log,r50x360,,452,0,338.0,72,1.653000e+03,1.653000e+03,0.00%,4.45
test13183991.run676.radiationm18-12-05.log,radiationm18-12-05,,128182,0,155.5,400,1.756600e+04,1.756600e+04,0.00%,351
test13183991.run677.radiationm40-10-02.log,radiationm40-10-02,,1982005,685331,81.3,882,1.553264e+05,1.553330e+05,0.00%,7200
test13183991.run678.rail01.log,rail01,,99,0,5171,2189,-7.056996e+01,-7.056996e+01,0.00%,312
test13183991.run679.rail02.log,rail02,,205,0,3797,2348,-2.004499e+02,-2.004499e+02,0.00%,267
test13183991.run680.rail03.log,rail03,,0,1,--,0,-1.729755e+04,--,Inf,18.83
test13183991.run681.rail507.log,rail507,,2007,0,235.3,234,1.740000e+02,1.740000e+02,0.00%,62.94
test13183991.run682.railway_8_1_0.log,railway_8_1_0,,3175,0,19.2,31,4.000000e+02,4.000000e+02,0.00%,3.01
test13183991.run683.ran12x21.log,ran12x21,,2059,0,125.8,58,3.664000e+03,3.664000e+03,0.00%,6.57
test13183991.run684.ran13x13.log,ran13x13,,1354,0,110.0,35,3.252000e+03,3.252000e+03,0.00%,4.00
test13183991.run685.ran14x18-disj-8.log,ran14x18-disj-8,,37512,0,83.5,49,3.712000e+03,3.712000e+03,0.00%,90.52
test13183991.run686.rd-rplusc-21.log,rd-rplusc-21,,111006,0,11.1,8,1.653953e+05,1.653953e+05,0.00%,153
test13183991.run687.reblock115.log,reblock115,,930534,0,17.0,145,-3.680060e+07,-3.680060e+07,0.00%,446
test13183991.run688.reblock166.log,reblock166,,38414,0,15.6,9,-6.000522e+08,-6.000522e+08,0.00%,31.77
test13183991.run689.reblock354.log,reblock354,,5347082,2273327,28.7,40,-3.936480e+07,-3.909686e+07,0.68%,7200
test13183991.run690.reblock420.log,reblock420,,134393,0,14.1,3,-5.177925e+08,-5.177925e+08,0.00%,170
test13183991.run691.rentacar.log,rentacar,,20,0,75.0,1,3.035676e+07,3.035676e+07,0.00%,0.45
test13183991.run692.rlp1.log,rlp1,,146482239,602158,6.4,9,1.400000e+01,1.500000e+01,6.67%,7200
test13183991.run693.rmatr100-p10.log,rmatr100-p10,,839,0,142.6,35,4.230000e+02,4.230000e+02,0.00%,10.35
test13183991.run694.rmatr100-p5.log,rmatr100-p5,,790,0,209.7,36,9.760000e+02,9.760000e+02,0.00%,30.91
test13183991.run695.rmatr200-p10.log,rmatr200-p10,,69405,12204,569.9,72,1.925727e+03,2.017000e+03,4.53%,7200
test13183991.run696.rmatr200-p20.log,rmatr200-p20,,242972,34384,308.0,70,8.113902e+02,8.370000e+02,3.06%,7200
test13183991.run697.rmatr200-p5.log,rmatr200-p5,,22015,0,766.8,30,4.521000e+03,4.521000e+03,0.00%,4041
test13183991.run698.rocI-3-11.log,rocI-3-11,,5046,0,51.8,94,-5.030300e+04,-5.030300e+04,0.00%,5.38
test13183991.run699.rocI-4-11.log,rocI-4-11,,57662,0,51.2,65,-6.020203e+06,-6.020203e+06,0.00%,55.15
test13183991.run700.rocII-5-11.log,rocII-5-11,,297016,0,34.2,109,-6.675505e+00,-6.675505e+00,0.00%,672
test13183991.run701.rococoB10-011000.log,rococoB10-011000,,156934,0,395.4,624,1.944900e+04,1.944900e+04,0.00%,2174
test13183991.run702.rococoC10-001000.log,rococoC10-001000,,8379,0,369.1,172,1.146000e+04,1.146000e+04,0.00%,77.06
test13183991.run703.rococoC11-010100.log,rococoC11-010100,,78621,1828,1923,1415,2.013819e+04,2.088900e+04,3.59%,7200
test13183991.run704.rococoC11-011100.log,rococoC11-011100,,97943,0,1062,429,2.088900e+04,2.088900e+04,0.00%,3636
test13183991.run705.rococoC12-010001.log,rococoC12-010001,,69084,10434,1585,751,3.273115e+04,3.437600e+04,4.78%,7200
test13183991.run706.roi2alpha3n4.log,roi2alpha3n4,,1760,0,137.4,164,-6.320849e+01,-6.320849e+01,0.00%,46.84
test13183991.run707.roi5alpha10n8.log,roi5alpha10n8,,16327,0,760.0,488,-5.232227e+01,-5.232227e+01,0.00%,1853
test13183991.run708.roll3000.log,roll3000,,3070,0,111.7,131,1.289000e+04,1.289000e+04,0.00%,11.11
test13183991.run709.rout.log,rout,,1796,0,42.1,21,1.077560e+03,1.077560e+03,0.00%,1.08
test13183991.run710.rpp22falsei.log,rpp22falsei,,3420,0,127.7,26,0.000000e+00,0.000000e+00,0.00%,22.57
test13183991.run711.rvb-sub.log,rvb-sub,,549331,16137,43.4,52,1.235439e+01,1.641166e+01,24.7%,7200
test13183991.run712.s100.log,s100,,1265,16,12025,216,-1.702434e-01,-1.697011e-01,0.32%,7200
test13183991.run713.s1234.log,s1234,,33693,7546,6021,2206,1.658358e+01,2.900000e+01,42.8%,7200
test13183991.run714.s250r10.log,s250r10,,205,0,217.6,120,-1.717804e-01,-1.717804e-01,0.00%,73.96
test13183991.run715.s55.log,s55,,1,0,0.0,6,-2.215177e+01,-2.215177e+01,0.00%,5.97
test13183991.run716.satellites2-25.log,satellites2-25,,477,0,298.6,693,-1.900000e+01,-1.900000e+01,0.00%,37.91
test13183991.run717.satellites2-40.log,satellites2-40,,594,0,334.8,428,-1.900000e+01,-1.900000e+01,0.00%,46.73
test13183991.run718.satellites2-60-fs.log,satellites2-60-fs,,775,0,426.5,865,-1.900000e+01,-1.900000e+01,0.00%,55.20
test13183991.run719.satellites3-25.log,satellites3-25,,4863,995,2377,649,-3.177648e+01,-2.200000e+01,30.8%,7200
test13183991.run720.satellites4-25.log,satellites4-25,,3987,160,2885,1334,-3.300000e+01,-2.500000e+01,24.2%,7200
test13183991.run721.savsched1.log,savsched1,,1,0,22280,0,3.217700e+03,3.217700e+03,0.00%,145
test13183991.run722.sct2.log,sct2,,25394,0,387.8,21,-2.309892e+02,-2.309892e+02,0.00%,113
test13183991.run723.sct31.log,sct31,,2203315,0,33.8,44,-2.931709e+01,-2.931709e+01,0.00%,2925
test13183991.run724.sct32.log,sct32,,1156508,168746,162.5,61,-1.808871e+01,-1.773638e+01,1.95%,7200
test13183991.run725.set3-10.log,set3-10,,1216923,323246,229.9,140,1.175285e+05,2.023684e+05,41.9%,7200
test13183991.run726.set3-15.log,set3-15,,1925836,523712,183.9,56,9.174402e+04,1.248860e+05,26.5%,7200
test13183991.run727.set3-20.log,set3-20,,1523349,461901,204.9,130,1.041971e+05,1.646526e+05,36.7%,7200
test13183991.run728.seymour1.log,seymour1,,1032,0,337.7,63,4.107637e+02,4.107637e+02,0.00%,10.97
test13183991.run729.seymour.log,seymour,,137898,0,352.7,459,4.230000e+02,4.230000e+02,0.00%,1525
test13183991.run730.shiftreg1-4.log,shiftreg1-4,,24303,0,116.9,215,1.326697e+02,1.326697e+02,0.00%,90.99
test13183991.run731.shiftreg2-7.log,shiftreg2-7,,1519499,317510,160.5,182,2.301978e+02,2.306241e+02,0.18%,7200
test13183991.run732.shipschedule3shipsi.log,shipschedule3shipsi,,2,0,178.0,0,-2.656500e+05,-2.656500e+05,0.00%,0.78
test13183991.run733.shipschedule6shipsmixi.log,shipschedule6shipsmixi,,287,0,91.8,22,-3.016500e+05,-3.016500e+05,0.00%,2.06
test13183991.run734.shipschedule8shipsmixuci.log,shipschedule8shipsmixuci,,2560,0,80.4,100,-3.891000e+05,-3.891000e+05,0.00%,7.76
test13183991.run735.shs1023.log,shs1023,,893,325,8588,320,1.302549e+04,1.976530e+05,93.4%,7200
test13183991.run736.sing326.log,sing326,,71621,0,50.9,400,7.753675e+06,7.753675e+06,0.00%,1547
test13183991.run737.sing44.log,sing44,,37787,0,38.8,128,8.128831e+06,8.128831e+06,0.00%,770
test13183991.run738.snip10x10-35r1budget17.log,snip10x10-35r1budget17,,5885,1106,12174,14,6.712803e+01,7.237646e+01,7.25%,7200
test13183991.run739.snp-02-004-104.log,snp-02-004-104,,506649,0,1.2,10,5.868032e+08,5.868032e+08,0.00%,6474
test13183991.run740.sorrell3.log,sorrell3,,291544,0,122.5,113,-1.600000e+01,-1.600000e+01,0.00%,2618
test13183991.run741.sorrell4.log,sorrell4,,23421,7330,671.7,80,-3.307367e+01,-2.300000e+01,30.5%,7200
test13183991.run742.sorrell8.log,sorrell8,,2074299,630695,137.8,320,-3.652638e+02,-3.470000e+02,5.00%,7200
test13183991.run743.sp150x300d.log,sp150x300d,,1,0,428.0,1,6.900000e+01,6.900000e+01,0.00%,0.18
test13183991.run744.sp97ar.log,sp97ar,,32296,0,133.9,191,6.607056e+08,6.607056e+08,0.00%,266
test13183991.run745.sp97ic.log,sp97ic,,102436,0,78.5,81,4.276845e+08,4.276845e+08,0.00%,500
test13183991.run746.sp98ar.log,sp98ar,,13106,0,138.5,189,5.297406e+08,5.297406e+08,0.00%,141
test13183991.run747.sp98ic.log,sp98ic,,6040,0,99.6,71,4.491448e+08,4.491448e+08,0.00%,64.19
test13183991.run748.sp98ir.log,sp98ir,,2885,0,57.9,75,2.196768e+08,2.196768e+08,0.00%,8.23
test13183991.run749.splice1k1i.log,splice1k1i,,12470,1657,788.3,4657,-1.443000e+03,-3.380000e+02,76.6%,7200
test13183991.run750.splice1k1.log,splice1k1,,1,1,9541,1844,-3.940000e+02,-3.940000e+02,0.00%,74.11
test13183991.run751.square23.log,square23,,59,0,320.8,162,1.300000e+01,1.300000e+01,0.00%,6.19
test13183991.run752.square31.log,square31,,2622,0,435.2,411,1.500000e+01,1.500000e+01,0.00%,232
test13183991.run753.square37.log,square37,,6084,0,658.0,488,1.500000e+01,1.500000e+01,0.00%,1041
test13183991.run754.square41.log,square41,,9941,0,939.5,602,1.500000e+01,1.500000e+01,0.00%,3192
test13183991.run755.square47.log,square47,,1751,269,3819,588,9.956325e+00,1.600000e+01,37.8%,7200
test13183991.run756.stein15inf.log,stein15inf,,49,0,5.1,6,1.000000e+30,--,0.00%,0.10
test13183991.run757.stein45inf.log,stein45inf,,838,0,13.2,32,1.000000e+30,--,0.00%,0.26
test13183991.run758.stein9inf.log,stein9inf,,1,0,52.0,8,1.000000e+30,--,0.00%,0.06
test13183991.run759.stoch-vrpvrp-s5v2c8vrp-v2c8i.log,stoch-vrpvrp-s5v2c8vrp-v2c8i,,9300279,2023401,28.8,84,1.900000e+02,3.300000e+02,42.4%,7200
test13183991.run760.stp3d.log,stp3d,,1182,596,9405,2384,4.845110e+02,--,Inf,7200
test13183991.run761.supportcase10.log,supportcase10,,1060,0,17618,4924,7.000000e+00,7.000000e+00,0.00%,3659
test13183991.run762.supportcase11.log,supportcase11,,1,0,0.0,0,-1.428200e+01,-1.428200e+01,0.00%,1372
test13183991.run763.supportcase12.log,supportcase12,,77916,39899,1166,24,-7.559533e+03,-7.512245e+03,0.63%,7200
test13183991.run764.supportcase14.log,supportcase14,,1,0,98.0,0,2.880000e+02,2.880000e+02,0.00%,0.04
test13183991.run765.supportcase16.log,supportcase16,,1,0,193.0,15,2.880000e+02,2.880000e+02,0.00%,0.05
test13183991.run766.supportcase17.log,supportcase17,,2203,0,80.8,301,1.330000e+03,1.330000e+03,0.00%,9.01
test13183991.run767.supportcase18.log,supportcase18,,7,0,758.0,87,4.800000e+01,4.800000e+01,0.00%,3.68
test13183991.run768.supportcase19.log,supportcase19,,191,169,1249,2095,1.267721e+07,--,Inf,7200
test13183991.run769.supportcase1.log,supportcase1,,0,1,--,9843,2.193000e+04,--,Inf,12.27
test13183991.run770.supportcase20.log,supportcase20,,1432060,131778,12.4,190,4.551016e+04,4.559200e+04,0.18%,7200
test13183991.run771.supportcase21i.log,supportcase21i,,544,1,3.9,0,2.000000e+01,2.000000e+01,0.00%,6.27
test13183991.run772.supportcase22.log,supportcase22,,191,176,10617,4272,7.196068e-01,--,Inf,7200
test13183991.run773.supportcase25.log,supportcase25,,354665,0,67.6,175,4.833268e-02,4.833268e-02,0.00%,1358
test13183991.run774.supportcase26.log,supportcase26,,1002057,0,12.6,10,1.745124e+03,1.745124e+03,0.00%,271
test13183991.run775.supportcase27i.log,supportcase27i,,6763,0,55.3,123,1.330000e+03,1.330000e+03,0.00%,22.41
test13183991.run776.supportcase28i.log,supportcase28i,,544,1,4.2,0,2.000000e+01,2.000000e+01,0.00%,9.17
test13183991.run777.supportcase29.log,supportcase29,,41,0,1422,177,1.000000e+30,--,0.00%,20.70
test13183991.run778.supportcase33.log,supportcase33,,3942,0,33.9,142,-3.450000e+02,-3.450000e+02,0.00%,22.62
test13183991.run779.supportcase34.log,supportcase34,,1036,0,429.2,166,8.400000e+01,8.400000e+01,0.00%,27.99
test13183991.run780.supportcase37.log,supportcase37,,28,0,4321,19,-1.048960e+03,-1.048960e+03,0.00%,39.16
test13183991.run781.supportcase3.log,supportcase3,,1,1,5722,1301,0.000000e+00,0.000000e+00,0.00%,2.41
test13183991.run782.supportcase40.log,supportcase40,,27188,0,191.3,8,2.425631e+04,2.425631e+04,0.00%,236
test13183991.run783.supportcase42.log,supportcase42,,69710,0,3.4,193,7.758631e+00,7.758631e+00,0.00%,236
test13183991.run784.supportcase43.log,supportcase43,,1,0,0.0,0,0.000000e+00,0.000000e+00,0.00%,4.29
test13183991.run785.supportcase4.log,supportcase4,,1,1,5274,671,0.000000e+00,0.000000e+00,0.00%,1.67
test13183991.run786.supportcase6.log,supportcase6,,51,0,401.8,84,5.190648e+04,5.190648e+04,0.00%,37.77
test13183991.run787.supportcase7.log,supportcase7,,14,0,1977,15,-1.132223e+03,-1.132223e+03,0.00%,31.29
test13183991.run788.swath1.log,swath1,,1407,0,10.0,31,3.790713e+02,3.790713e+02,0.00%,4.16
test13183991.run789.swath2.log,swath2,,2500,0,13.5,48,3.851997e+02,3.851997e+02,0.00%,12.16
test13183991.run790.swath3.log,swath3,,15005,0,19.2,28,3.977613e+02,3.977613e+02,0.00%,31.59
test13183991.run791.swath.log,swath,,7575657,451167,6.5,8,4.301516e+02,4.674075e+02,7.97%,7200
test13183991.run792.t11nonreg.log,t11nonreg,,0,1,--,544,1.029040e+06,1.223454e+06,15.9%,924
test13183991.run793.ta1-UUM.log,ta1-UUM,,270503,0,16.4,10,7.518328e+06,7.518328e+06,0.00%,70.97
test13183991.run794.ta2-UUE.log,ta2-UUE,,2886,0,166.1,4,3.787173e+07,3.787173e+07,0.00%,14.01
test13183991.run795.tanglegram4.log,tanglegram4,,11,0,3474,594,1.069600e+04,1.069600e+04,0.00%,3.33
test13183991.run796.tanglegram6.log,tanglegram6,,6,0,2397,324,1.224000e+03,1.224000e+03,0.00%,1.11
test13183991.run797.tbfp-bigm.log,tbfp-bigm,,15666226,1213831,38.4,35,1.258333e+01,2.416319e+01,47.9%,7200
test13183991.run798.tbfp-network.log,tbfp-network,,845,0,558.2,216,2.416319e+01,2.416319e+01,0.00%,202
test13183991.run799.Test3.log,Test3,,3,0,295.3,0,2.673520e+06,2.673520e+06,0.00%,1.44
test13183991.run800.thor50dday.log,thor50dday,,1,0,28797,148,4.041700e+04,4.041700e+04,0.00%,123
test13183991.run801.timtab1CUTS.log,timtab1CUTS,,9163,0,87.3,79,7.647720e+05,7.647720e+05,0.00%,14.15
test13183991.run802.timtab1.log,timtab1,,24727,0,71.5,79,7.647720e+05,7.647720e+05,0.00%,30.65
test13183991.run803.toll-like.log,toll-like,,12626,0,812.3,1461,6.100000e+02,6.100000e+02,0.00%,491
test13183991.run804.tpl-tub-ss16.log,tpl-tub-ss16,,383,375,7177,1578,1.504326e+05,5.491670e+05,72.6%,7200
test13183991.run805.tr12-30.log,tr12-30,,160466,0,13.7,64,1.305960e+05,1.305960e+05,0.00%,93.67
test13183991.run806.traininstance2.log,traininstance2,,396580,0,9.1,39,7.182000e+04,7.182000e+04,0.00%,77.32
test13183991.run807.traininstance6.log,traininstance6,,5336,0,7.2,38,2.829000e+04,2.829000e+04,0.00%,1.67
test13183991.run808.transportmoment.log,transportmoment,,601,0,14.4,7,-3.063104e+09,-3.063104e+09,0.00%,24.59
test13183991.run809.trento1.log,trento1,,27164,0,193.6,312,5.189487e+06,5.189487e+06,0.00%,218
test13183991.run810.triptim1.log,triptim1,,1,0,0.0,2,2.286810e+01,2.286810e+01,0.00%,7.18
test13183991.run811.triptim2.log,triptim2,,1307,793,24045,4700,1.199810e+01,1.200510e+01,0.06%,7200
test13183991.run812.triptim4.log,triptim4,,2886,413,10290,3991,9.813106e+00,9.818100e+00,0.05%,7200
test13183991.run813.triptim7.log,triptim7,,765,0,2309,549,2.566020e+03,2.566020e+03,0.00%,421
test13183991.run814.triptim8.log,triptim8,,3336,414,9950,4778,2.566032e+03,2.566066e+03,0.00%,7200
test13183991.run815.tw-myciel4.log,tw-myciel4,,396219,17624,116.5,228,1.000000e+01,1.000000e+01,0.00%,1439
test13183991.run816.uc720-7-4-4-8.log,uc720-7-4-4-8,,1,1,0.0,0,-8.869359e+12,--,Inf,7200
test13183991.run817.uccase12.log,uccase12,,4775,0,24.0,0,1.150741e+04,1.150741e+04,0.00%,45.74
test13183991.run818.uccase7.log,uccase7,,491358,103356,116.7,389,2.664689e+04,2.697352e+04,1.21%,7200
test13183991.run819.uccase8.log,uccase8,,1075434,614998,31.7,513,1.116285e+04,1.116865e+04,0.05%,7200
test13183991.run820.uccase9.log,uccase9,,202620,157220,318.0,910,1.088593e+04,1.124177e+04,3.17%,7200
test13183991.run821.uct-subprob.log,uct-subprob,,29156,0,418.1,582,3.140000e+02,3.140000e+02,0.00%,251
test13183991.run822.umts.log,umts,,402851,0,19.2,23,3.009033e+07,3.009033e+07,0.00%,161
test13183991.run823.unitcal_7.log,unitcal_7,,421,0,101.6,3,1.963556e+07,1.963556e+07,0.00%,31.30
test13183991.run824.usAbbrv-8-25_70.log,usAbbrv-8-25_70,,6328986,4741419,67.9,126,1.081192e+02,1.220000e+02,11.4%,7200
test13183991.run825.v150d30-2hopcds.log,v150d30-2hopcds,,2567962,122917,81.1,96,3.511995e+01,4.100000e+01,14.3%,7200
test13183991.run826.var-smallemery-m6j6.log,var-smallemery-m6j6,,336208,0,10.6,18,-1.493750e+02,-1.493750e+02,0.00%,338
test13183991.run827.vpphard2.log,vpphard2,,80814,0,83.3,140,8.100000e+01,8.100000e+01,0.00%,262
test13183991.run828.vpphard.log,vpphard,,7366,0,82.6,470,5.000000e+00,5.000000e+00,0.00%,239
test13183991.run829.wachplan.log,wachplan,,52567,0,157.1,170,-8.000000e+00,-8.000000e+00,0.00%,87.12
test13183991.run830.wnq-n100-mw99-14.log,wnq-n100-mw99-14,,9147865,648709,95.0,267,2.514142e+02,2.590000e+02,2.93%,7200
test13183991.run831.woodlands09.log,woodlands09,,1,1,1823059,4542,0.000000e+00,--,Inf,7200
test13184010.run000.10teams.log,10teams,,287,0,119.9,103,9.240000e+02,9.240000e+02,0.00%,2.20
test13184010.run001.22433.log,22433,,2,0,286.5,119,2.147700e+04,2.147700e+04,0.00%,0.45
